,Fecha,Precio,Producto,Lugar,Categoria
1977,2023-04-29,0.52,Asado,Dia,Salidas
1978,2023-04-29,0.9,Agua,,Supermercado
1979,2023-05-05,121.0,Curso,,Otros
1980,2023-05-04,5.36,Fanta,Carrefour,Supermercado
1981,2023-05-04,1.64,Arroz integral,Carrefour,Supermercado
1982,2023-05-04,4.19,Atun,Carrefour,Supermercado
1983,2023-05-04,4.05,Azucar,Carrefour,Supermercado
1984,2023-05-04,2.79,Chocolate con leche,Carrefour,Supermercado
1985,2023-05-04,3.85,Galletitas saladas,Carrefour,Supermercado
1986,2023-05-04,2.49,Mayonesa,Carrefour,Supermercado
1987,2023-05-04,1.51,Chocolate blanco,Carrefour,Supermercado
1988,2023-05-04,1.15,Patatas fritas,Carrefour,Supermercado
1989,2023-05-04,0.99,Patatas onduladas,Carrefour,Supermercado
1990,2023-05-04,1.31,Patata snack,Carrefour,Supermercado
1991,2023-05-04,0.95,Spaghetti integral,Carrefour,Supermercado
1992,2023-05-04,2.19,Sunbites,Carrefour,Supermercado
1993,2023-05-04,2.15,Tableta rocher,Carrefour,Supermercado
1994,2023-05-04,2.09,Te negro,Carrefour,Supermercado
1995,2023-05-04,1.25,Pan de molde,Carrefour,Supermercado
1996,2023-05-04,8.19,Queso mini tierno,Carrefour,Supermercado
1997,2023-05-04,3.94,Queso,Carrefour,Supermercado
1998,2023-05-04,4.51,Jamon,Carrefour,Supermercado
1999,2023-05-04,0.99,Virulana,Carrefour,Vivienda
2000,2023-05-04,9.84,Coca,Carrefour,Supermercado
2001,2023-05-03,45.2,Entradas dubfire,,Salidas
2002,2023-05-05,1.95,Peaje marbella,,Viajes
2003,2023-05-05,2.49,Papa,Dia,Supermercado
2004,2023-05-05,2.69,Salchicha parrillera,Dia,Supermercado
2005,2023-05-05,4.39,Carne picada,Dia,Supermercado
2006,2023-05-05,4.88,Costilla de cerdo,Dia,Supermercado
2007,2023-05-05,1.5,Papel higienico humedo,Dia,Vivienda
2008,2023-05-07,15.0,Gin claptone,,Salidas
2009,2023-05-07,13.0,Gin claptone,,Salidas
2010,2023-05-09,4.75,Fruteria,,Supermercado
2011,2023-05-06,0.75,Agua,,Salidas
2012,2023-05-08,2.49,Cafe,,Supermercado
2013,2023-05-08,5.4,Lehe,,Supermercado
2014,2023-05-08,0.98,Leche,,Supermercado
2015,2023-05-08,3.99,Huevos,,Supermercado
2016,2023-05-06,10.54,Merienda sabado,,Salidas
2017,2023-05-06,2.0,Propina sabado,,Salidas
2018,2023-05-07,11.35,Uber ida domingo,,Transporte
2019,2023-05-07,10.89,Uber vuelta domingo,,Transporte
2020,2023-05-10,8.59,Cinta de lomo,,Supermercado
2021,2023-05-10,8.32,Filete pollo,,Supermercado
2022,2023-05-10,2.4,Hamburguesas,,Supermercado
2023,2023-05-10,2.91,Queso gouda,,Supermercado
2024,2023-05-10,6.98,Jamon cocido,,Supermercado
2025,2023-05-10,2.58,Frutillas,,Supermercado
2026,2023-05-11,5.99,Suscripcion carrefour,,"Suministros (luz, agua, gas, etc.)"
2027,2023-05-11,16.67,Babilla,Carnicas,Supermercado
2028,2023-05-13,2.49,Harina maiz,,Supermercado
2029,2023-05-13,1.8,Pan lactal,,Supermercado
2030,2023-05-13,2.35,Cebolla,,Supermercado
2031,2023-05-13,10.05,Canasta,,Salidas
2032,2023-04-15,0.79,Garbanzos,Carrefour,Supermercado
2033,2023-04-15,0.79,Lentejas,Carrefour,Supermercado
2034,2023-04-15,3.9,Palmerita de choco,Carrefour,Supermercado
2035,2023-05-11,1.3,Pan,Maskom,Supermercado
2036,2023-05-15,42.29,Almohada,,Vivienda
2037,2023-05-15,21.8,Tenedor y cuchillo arcos,,Vivienda
2038,2023-05-15,3.19,"Tomate, zanahoria",China,Supermercado
2039,2023-05-11,11.99,Limpia cristales,Amazon,Vivienda
2040,2023-05-17,0.4,Leche,Carrefour,Supermercado
2041,2023-05-17,3.94,Queso en lonchas,Carrefour,Supermercado
2042,2023-05-17,7.67,Jamon,Carrefour,Supermercado
2043,2023-05-17,0.22,Huevos,Carrefour,Supermercado
2044,2023-05-17,2.94,Papa paja,Carrefour,Supermercado
2045,2023-05-17,1.69,Papa,Maskom,Supermercado
2046,2023-05-18,1.0,Guantes jardineria,,Vivienda
2047,2023-05-18,2.4,Pala jardin,,Vivienda
2048,2023-05-18,0.8,Brocha,,Vivienda
2049,2023-05-18,16.5,Jardin plastico,,Vivienda
2050,2023-05-20,4.5,Tapa empandas,,Supermercado
2051,2023-05-20,2.03,Colacao,,Supermercado
2052,2023-05-20,17.5,Almuerzo pomodoro,,Salidas
2053,2023-05-20,1.35,Arvejas,,Supermercado
2054,2023-05-20,10.69,Queso tierno,,Supermercado
2055,2023-05-20,1.95,Jamon pavo,,Supermercado
2056,2023-05-20,1.89,Cebolla,,Supermercado
2057,2023-05-20,5.95,Sandia,,Supermercado
2058,2023-05-20,4.0,Propina almuerzo,Pomodoro,Salidas
2059,2023-05-20,11.5,Tragos,,Salidas
2060,2023-05-20,9.65,Bk,,Salidas
2061,2023-05-20,5.6,Cervezas,,Salidas
2062,2023-05-21,1.95,Fideos chocolate,,Supermercado
2063,2023-05-21,1.89,Suavizante,,Vivienda
2064,2023-05-24,0.57,Zanahoria,,Supermercado
2065,2023-05-23,1.19,Salsa bolognesa,Carrefour,Supermercado
2066,2023-05-23,1.19,Salsa carbonara,Carrefour,Supermercado
2067,2023-05-23,1.19,Salsa napolitana,Carrefour,Supermercado
2068,2023-05-23,1.25,Pan de molde,Carrefour,Supermercado
2069,2023-05-23,3.83,Queso en lonchas,Carrefour,Supermercado
2070,2023-05-23,6.25,Jamon,Carrefour,Supermercado
2071,2023-05-24,1.59,Bacon,Carrefour,Supermercado
2072,2023-05-24,21.45,Babilla ternera,,Supermercado
2073,2023-05-23,11.85,"Tijera, rastrillo y malla",Chino,Vivienda
2074,2023-05-26,12.0,Burguer,,Salidas
2075,2023-05-26,12.0,Burguer,,Salidas
2076,2023-05-26,4.5,Cervezas,,Salidas
2077,2023-05-26,2.32,Moto,,Transporte
2078,2023-05-26,12.0,Burguer,,Salidas
2079,2023-05-26,12.0,Burguer,,Salidas
2080,2023-05-06,1.3,Desodorante ambiente,,Vivienda
2081,2023-05-06,1.7,Mani miel,,Supermercado
2082,2023-05-06,1.3,Mani salado,,Supermercado
2083,2023-05-06,1.75,Chicles,,Supermercado
2084,2023-05-06,1.85,Pan rallado,,Supermercado
2085,2023-05-06,1.6,Desodorante crema,,Farmacia
2086,2023-05-27,2.45,Emapanda carne,,Supermercado
2087,2023-05-27,2.45,Empandana pollo,,Supermercado
2088,2023-05-27,2.32,Pan baguet,,Supermercado
2089,2023-05-27,2.2,Pan leche,,Supermercado
2090,2023-05-27,6.75,Tapa empànadas,,Supermercado
2091,2023-05-30,35.89,Seto artifial verde,Leroy,Vivienda
2092,2023-05-30,8.7,Fruteria,,Supermercado
2093,2023-05-27,10.69,Queso tierno,Carrefour,Supermercado
2094,2023-05-27,1.34,Queso de untar,Carrefour,Supermercado
2095,2023-05-30,1.85,Talco,Dia,Farmacia
2096,2023-05-30,6.8,Coca coca,Carrefour,Supermercado
2097,2023-05-30,0.85,Coca limon,Carrefour,Supermercado
2098,2023-05-30,5.6,Fanta,Carrefour,Supermercado
2099,2023-05-30,0.85,Pan lactal,Carrefour,Supermercado
2100,2023-05-30,0.79,Garbanzo,Carrefour,Supermercado
2101,2023-05-30,0.87,Lenteja,Carrefour,Supermercado
2102,2023-05-30,3.92,Leche,Carrefour,Supermercado
2103,2023-05-30,4.09,Queso,Carrefour,Supermercado
2104,2023-05-30,6.5,Jamon cocido,Carrefour,Supermercado
2105,2023-05-31,2.32,Harina de arroz,Carrefour,Supermercado
2106,2023-05-22,36.22,Repuesto oral b,,Vivienda
2107,2023-05-22,8.12,Juego 69,,Vivienda
2108,2023-06-01,71.75,Gimnasio,Gofit,Gimnasio
2109,2023-06-03,3.09,Jabon,Carrefour,Farmacia
2110,2023-06-03,1.64,Arroz integral,Carrefour,Supermercado
2111,2023-06-03,0.99,Chocolate con avellana,Carrefour,Supermercado
2112,2023-06-03,0.99,Chocolate con leche,Carrefour,Supermercado
2113,2023-06-03,1.61,Harina integral,Carrefour,Supermercado
2114,2023-06-03,2.29,Leche condensada,Carrefour,Supermercado
2115,2023-06-03,0.99,Macarrones,Carrefour,Supermercado
2116,2023-06-03,1.56,Chocolate blanco,Carrefour,Supermercado
2117,2023-06-03,1.33,Patata,Carrefour,Supermercado
2118,2023-06-03,1.38,Patata,Carrefour,Supermercado
2119,2023-06-03,2.09,Te,Carrefour,Supermercado
2120,2023-06-03,3.99,Huevo,Carrefour,Supermercado
2121,2023-06-03,1.49,Esponja,Carrefour,Vivienda
2122,2023-06-02,2.99,Patatas lays,Dia,Supermercado
2123,2023-06-02,2.75,Jamon york,Dia,Supermercado
2124,2023-06-02,8.99,Queso en lonchas,Dia,Supermercado
2125,2023-06-02,35.0,Gusto,,Salidas
2126,2023-06-02,6.0,Aguas,Sophie,Salidas
2127,2023-06-04,14.0,Choripan,Sophie,Salidas
2128,2023-06-04,96.07,Vpn,,Vivienda
2129,2023-06-03,20.55,Cabify,,Transporte
2130,2023-06-05,121.03,Curso,,Otros
2131,2023-06-06,366.02,Hospedaje barcelona,,Viajes
2132,2023-06-06,5.95,Fruteria,,Supermercado
2133,2023-06-06,0.4,Oregano,Carrefour,Supermercado
2134,2023-06-06,5.88,Leche ,Carrefour,Supermercado
2135,2023-06-06,1.42,Pan integral,Carrefour,Supermercado
2136,2023-06-06,2.5,Pan de molde,Carrefour,Supermercado
2137,2023-06-06,4.02,Queso en lonchas,Carrefour,Supermercado
2138,2023-06-06,6.44,Jamon,Carrefour,Supermercado
2139,2023-06-07,8.99,Cinta de lomo,Carnicas,Supermercado
2140,2023-06-07,6.5,Filete de pollo,Carnicas,Supermercado
2141,2023-06-07,3.6,Hamburguesa de pollo,Carnicas,Supermercado
2142,2023-06-07,13.48,Babilla,Carnicas,Supermercado
2143,2023-06-10,8.99,Queso tierno,Dia,Supermercado
2144,2023-06-10,2.47,Pollo con bacon,Dia,Supermercado
2145,2023-06-10,3.55,Pollo asado,Dia,Supermercado
2146,2023-06-10,1.19,La casera,Dia,Supermercado
2147,2023-06-10,1.1,Mani,Dia,Supermercado
2148,2023-06-10,0.49,Levadura,Carrefour,Supermercado
2149,2023-06-11,4.5,Agua,Unicaja,Salidas
2150,2023-06-11,6.0,Metro,,Salidas
2151,2023-06-11,11.5,Comida,,Salidas
2152,2023-06-12,3.43,Fruteria,,Supermercado
2153,2023-06-12,13.0,Envio agustin,,Transporte
2154,2023-06-12,14.99,Tijeta uñas,,Vivienda
2155,2023-06-12,3.99,Desodorante,,Farmacia
2156,2023-06-13,1.9,Taco pulidor,,Farmacia
2157,2023-06-13,4.05,Huevo,,Supermercado
2158,2023-06-13,1.15,Espon ja fran,,Farmacia
2159,2023-06-13,3.9,Galletitas saladas,,Supermercado
2160,2023-06-13,1.2,Galletas avena,,Supermercado
2161,2023-06-13,1.4,Galletas rellena,,Supermercado
2162,2023-06-13,1.0,Galletaschoco,,Supermercado
2163,2023-06-13,3.6,Patatas gajo,,Supermercado
2164,2023-06-12,5.99,Suscripcion carrefour,,"Suministros (luz, agua, gas, etc.)"
2165,2023-06-15,6.99,Lombrices,,Vivienda
2166,2023-06-15,1.19,Salsa bolognesa,,Supermercado
2167,2023-06-15,1.19,Salsa pizza,,Supermercado
2168,2023-06-15,1.25,Pan lactal,,Supermercado
2169,2023-06-15,4.07,Jamon cocido,,Supermercado
2170,2023-06-15,1.62,Mortadela,,Supermercado
2171,2023-06-15,4.2,Queso gouda,,Supermercado
2172,2023-06-17,1.5,Panaderia,,Supermercado
2173,2023-06-17,1.25,Hogareñas,,Supermercado
2174,2023-06-17,1.45,Hogareñas,,Supermercado
2175,2023-06-17,4.55,Yerba,,Supermercado
2176,2023-06-17,2.09,Mate cocido,,Supermercado
2177,2023-06-16,3.95,Jamon,,Supermercado
2178,2023-06-17,2.16,Cabify,,Transporte
2179,2023-06-17,7.0,Papas,,Salidas
2180,2023-06-17,7.2,Camperos,,Salidas
2181,2023-06-17,8.7,Helado,,Salidas
2182,2023-06-19,0.79,Garbanzo,,Supermercado
2183,2023-06-19,0.75,Garbanzo,,Supermercado
2184,2023-06-19,1.84,Chia,,Supermercado
2185,2023-06-19,1.96,Leche ,,Supermercado
2186,2023-06-19,1.25,Pan de molde,,Supermercado
2187,2023-06-19,8.29,Queso tienro,,Supermercado
2188,2023-06-19,2.72,Coliflor,,Supermercado
2189,2023-06-19,0.23,Limon,,Supermercado
2190,2023-06-19,0.97,Zanahoria,,Supermercado
2191,2023-07-20,5.89,Aceite de oliva,Carre,Supermercado
2192,2023-06-20,1.34,Queso de untar,Carre,Supermercado
2193,2023-06-20,3.5,Pechuga de pavo,Carre,Supermercado
2194,2023-06-21,1.14,Papel vegetal,,Vivienda
2195,2023-06-21,1.79,Aguacate,,Supermercado
2196,2023-06-21,0.71,Berenjena,,Supermercado
2197,2023-06-22,4.64,Moto jueves,Yego,Transporte
2198,2023-06-23,2.99,Atun,Carre,Supermercado
2199,2023-06-23,2.59,Patatas lays,Carre,Supermercado
2200,2023-06-23,3.9,Queso gouda,Carre,Supermercado
2201,2023-06-23,4.59,Jamon cocido,Carre,Supermercado
2202,2023-06-23,1.21,Tomate,Carre,Supermercado
2203,2023-06-23,1.75,Zanahoria,Carre,Supermercado
2204,2023-06-23,3.95,Papa viruta,Carre,Supermercado
2205,2023-06-23,1.15,Lechuga,Fruteria,Supermercado
2206,2023-06-23,3.09,Jabon,Carrefour,Farmacia
2207,2023-06-24,1.99,Melon,Dia,Supermercado
2208,2023-06-24,1.15,Tinto de verano,Dia,Supermercado
2209,2023-06-24,2.15,Rapiditas,Dia,Supermercado
2210,2023-06-24,2.15,Rapiditas,Dia,Supermercado
2211,2023-06-24,1.29,Limon,Dia,Supermercado
2212,2023-06-24,3.09,Carne picada,Dia,Supermercado
2213,2023-06-24,3.09,Carne picada,Dia,Supermercado
2214,2023-06-24,1.23,Carne picada,Dia,Supermercado
2215,2023-06-24,8.4,Recarga,,Transporte
2216,2023-06-24,15.3,Merienda,Starbucks,Salidas
2217,2023-06-24,2.99,Mayonesa,Dia,Supermercado
2218,2023-06-26,1.5,Ewspinaca,Lituana,Supermercado
2219,2023-06-26,2.7,Leche,Carrefour,Supermercado
2220,2023-06-26,3.83,Queso barra,Carrefour,Supermercado
2221,2023-06-26,7.52,Jamon barra,Carrefour,Supermercado
2222,2023-06-26,15.47,Filete ternera,Carrefour,Supermercado
2223,2023-06-26,3.99,Huevo,Carrefour,Supermercado
2224,2023-06-28,2.99,Longaniza,Dia,Supermercado
2225,2023-06-28,2.99,Longaniza,Dia,Supermercado
2226,2023-06-27,1.42,Napolitana,,
2227,2023-06-27,0.75,Mini napolitanasz,,
2228,2023-06-28,8.76,Uber cumple fran,Uber,Transporte
2229,2023-06-27,13.98,Forros,Amazon,Farmacia
2230,2023-06-29,1.96,Filetes cinta lomo,Dia,Supermercado
2231,2023-06-29,3.23,Carne tacos,Dia,Supermercado
2232,2023-06-29,8.99,Queeso tierno,Dia,Supermercado
2233,2023-06-28,4.5,Postrea franz,Patagonia,Salidas
2234,2023-06-28,42.0,Cena cumple franz,Patagonia,Salidas
2235,2023-06-28,3.12,Fruteria,Fruteria,Supermercado
2236,2023-07-03,4.31,Fruteria,China,Supermercado
2237,2023-07-03,71.75,Cuota mensual,Go fit,Gimnasio
2238,,121.03,Curso pilates,,Otros
2239,2023-07-03,2.7,Leche,,Supermercado
2240,2023-07-03,3.83,Queso barra,,Supermercado
2241,2023-07-03,6.98,Jamon cocido,,Supermercado
2242,2023-07-03,3.44,Espinaca,,Supermercado
2243,2023-07-04,164.08,Pasaje bcn,,Viajes
2244,2023-07-04,1.4,Sesamo,,Supermercado
2245,2023-07-04,1.6,Lino,,Supermercado
2246,2023-07-07,1.5,Pan,Salvador,Supermercado
2247,2023-07-07,4.89,Burguer meat,Dia,Supermercado
2248,2023-07-07,4.89,Burguer meat,Dia,Supermercado
2249,2023-07-07,2.99,Mayonesa,Dia,Supermercado
2250,2023-07-07,1.25,Pan de molde,Dia,Supermercado
2251,2023-07-07,0.75,Fanta zero,Dia,Supermercado
2252,2023-07-07,0.75,Fanta zero,Dia,Supermercado
2253,2023-07-07,0.75,Fanta zero,Dia,Supermercado
2254,2023-07-07,1.05,Mozzarella,Dia,Supermercado
2255,2023-07-07,1.05,Mozzarella,Dia,Supermercado
2256,2023-07-07,0.94,Leche,Dia,Supermercado
2257,2023-07-07,0.94,Leche,Dia,Supermercado
2258,2023-07-07,8.32,Carne vacuna,Dia,Supermercado
2259,2023-07-07,3.39,Chocolate,Dia,Supermercado
2260,2023-07-08,3.8,Huevos,Dia,Supermercado
2261,2023-07-08,2.09,Longaniza de pollo,Dia,Supermercado
2262,2023-07-09,2.09,Longaniza de pollo,Dia,Supermercado
2263,2023-07-08,1.89,Papelhigienico humedo,Dia,Vivienda
2264,2023-07-10,3.1,Queso barra,Carrefour,Supermercado
2265,2023-07-08,1.09,Zanahoria,Carrefour,Supermercado
2266,,5.99,Suscripcion mensual,Carrefour,"Suministros (luz, agua, gas, etc.)"
2267,2023-07-11,8.9,Alcohol,Amazon,Farmacia
2268,2023-07-11,2.9,Fruteria,,Supermercado
2269,2023-07-12,52.0,Tickets sagrada familia,Bcn,Viajes
2270,2023-07-12,0.84,Coca cola,Carrefour,Supermercado
2271,2023-07-12,4.96,Fanta zero,Carrefour,Supermercado
2272,2023-07-12,4.79,Atun en aceite,Carrefour,Supermercado
2273,2023-07-12,3.35,Atun listado,Carrefour,Supermercado
2274,2023-07-12,3.09,Cacao puro,Carrefour,Supermercado
2275,2023-07-12,1.06,Chocolate almendra,Carrefour,Supermercado
2276,2023-07-12,2.95,Choco leche,Carrefour,Supermercado
2277,2023-07-12,1.46,Choco carre,Carrefour,Supermercado
2278,2023-07-12,0.75,Garbanzo,Carrefour,Supermercado
2279,2023-07-12,0.79,Garbanzo,Carrefour,Supermercado
2280,2023-07-12,2.59,Harina integral,Carrefour,Supermercado
2281,2023-07-12,0.79,Lentejas,Carrefour,Supermercado
2282,2023-07-12,1.3,Patatas lisas,Carrefour,Supermercado
2283,2023-07-12,1.98,Patatas onduladas,Carrefour,Supermercado
2284,2023-07-12,2.37,Salsa soja,Carrefour,Supermercado
2285,2023-07-12,1.38,Patata snacks,Carrefour,Supermercado
2286,2023-07-12,0.99,Fideo integral,Carrefour,Supermercado
2287,2023-07-12,0.88,Leche,Carrefour,Supermercado
2288,2023-07-12,0.29,Queso tierno,Carrefour,Supermercado
2289,2023-07-12,3.83,Queso barra,Carrefour,Supermercado
2290,2023-07-12,2.44,Jamon cocido,Carrefour,Supermercado
2291,2023-07-14,2.29,Tuppers,Dia,Vivienda
2292,2023-07-14,3.02,Tortillas integrales,Dia,Supermercado
2293,2023-07-14,1.39,Tomate,Dia,Supermercado
2294,2023-07-15,1.5,Guisantes,Mercadona,Supermercado
2295,2023-07-15,3.05,Crema d mani,Mercadona,Supermercado
2296,2023-07-15,1.5,Choco con leche,Mercadona,Supermercado
2297,2023-07-15,1.5,Choco blanco,Mercadona,Supermercado
2298,2023-07-15,3.9,Crackers,Mercadona,Supermercado
2299,2023-07-15,1.25,Pan ,Mercadona,Supermercado
2300,2023-07-15,1.0,Galletita choco,Mercadona,Supermercado
2301,2023-07-15,2.05,Stevia,Mercadona,Supermercado
2302,2023-07-15,1.45,Hummus,Mercadona,Supermercado
2303,2023-07-15,19.5,Cena sabado,La argenta,Salidas
2304,2023-07-15,8.0,Patatas horno,Rey kebab,Salidas
2305,2023-07-17,2.26,Queso gouda,Carrefour,Supermercado
2306,2023-07-17,7.13,Jamon cocido,Carrefour,Supermercado
2307,2023-07-17,1.72,Espinaca,Carrefour,Supermercado
2308,2023-07-17,1.05, lechuga iceberg,Carrefour,Supermercado
2309,2023-07-17,0.55,Zanahoria,Carrefour,Supermercado
2310,2023-07-17,2.5,Cerveza pool club,,Salidas
2311,2023-07-18,10.99,Test embarazo,,Farmacia
2312,2023-07-18,7.64,Pelotas pilates,,Otros
2313,2023-07-18,49.9,Suscripcion anual,Amazon,Vivienda
2314,2023-07-18,1.32,Salsa bolognesa,Carrefour,Supermercado
2315,2023-07-19,1.98,Tomate,Lituana,Supermercado
2316,2023-07-19,16.43,Babilla,Carnicas,Supermercado
2317,2023-07-22,3.99,Desodorante,Primor,Farmacia
2318,2023-07-22,5.99,Crema depilatoria,Primor,Farmacia
2319,2023-07-21,1.25,Pan de molde,Carrefour,Supermercado
2320,2023-07-21,4.63,Queso en lonchas,Carrefour,Supermercado
2321,2023-07-21,4.25,Jamon cocido,Carrefour,Supermercado
2322,2023-07-21,1.85,Cebolla,Carrefour,Supermercado
2323,2023-07-21,3.99,Huevos,Carrefour,Supermercado
2324,2023-07-22,1.19,Nachos,Carrefour,Supermercado
2325,2023-07-22,8.29,Queso tierno,Carrefour,Supermercado
2326,2023-07-22,1.0,Brocoli,Carrefour,Supermercado
2327,2023-07-22,1.89,Cebolla,Carrefour,Supermercado
2328,2023-07-22,1.81,Guacamole,Carrefour,Supermercado
2329,2023-07-22,2.35,Pan de leche,Carrefour,Supermercado
2330,2023-07-22,2.76,Cervezas,Masgo,Supermercado
2331,2023-07-22,1.8,Ladron de manzanas,Masgo,Supermercado
2332,2023-07-24,10.0,Pareo,Playa,Vivienda
2333,2023-07-24,13.0,Comida,Vero,Salidas
2334,2023-07-25,5.67,Fruteria,,Supermercado
2335,2023-07-25,5.4,Leche,Carrefour,Supermercado
2336,2023-07-25,0.83,Lechuga,Carrefour,Supermercado
2337,2023-07-25,0.71,Coliflor,Carrefour,Supermercado
2338,2023-07-25,1.2,Espinaca,Maskom,Supermercado
2339,2023-07-25,0.99,Macarron integral,Maskom,Supermercado
2340,2023-07-26,1.47,Mayonesa,Carrefour,Supermercado
2341,2023-07-26,5.98,Longaniza de pollo,Dia,Supermercado
2342,2023-07-26,4.12,Tacos vacuno,Dia,Supermercado
2343,2023-07-29,2.32,Yego,,Transporte
2344,2023-07-29,1.4,Bus,,Transporte
2345,2023-07-29,5.03,Coviran,,Salidas
2346,2023-07-29,1.45,Yego,,Transporte
2347,2023-07-29,15.0,Cervezas sábado,,Salidas
2348,2023-07-29,10.0,Cena sabado,,Salidas
2349,2023-07-30,3.36,"Guacamol, tomate",Masgo,Supermercado
2350,2023-08-01,71.75,Cuota mensual,Go fit,Gimnasio
2351,2023-08-01,1.11,Fruteria,,Supermercado
2352,2023-08-01,3.5,Tacos vacunos,Dia,Supermercado
2353,2023-08-01,3.81,Filete vacuno,Dia,Supermercado
2354,2023-08-01,3.33,Pechuga de pollo,Dia,Supermercado
2355,2023-08-01,3.69,Filete vavcuno,Dia,Supermercado
2356,2023-08-01,1.43,Pan rallado,,Supermercado
2357,2023-08-01,6.65,Cafe,Carrefour,Supermercado
2358,2023-08-01,8.29,Queso mini tiernop,Carrefour,Supermercado
2359,2023-08-01,3.86,Queso gouda,Carrefour,Supermercado
2360,2023-08-01,5.31,Jamon,Carrefour,Supermercado
2361,2023-08-01,4.05,Pavo,Carrefour,Supermercado
2362,2023-08-01,1.19,Espinaca,Carrefour,Supermercado
2363,2023-08-01,0.95,Zanahoria,Carrefour,Supermercado
2364,2023-08-01,3.79,Huevos,Carrefour,Supermercado
2365,2023-08-03,32.4,Filtros agua,Amazon,Vivienda
2366,2023-08-03,1.2,Limon,Maskom,Supermercado
2367,2023-08-04,4.39,Carne picada vacuno,Dia,Supermercado
2368,2023-08-04,0.99,Cebolla verdeo,Dia,Supermercado
2369,2023-08-04,0.76,Rucula,Dia,Supermercado
2370,2023-08-04,1.1,Cacahuete,Dia,Supermercado
2371,2023-08-04,0.9,Vinagre de limpieza,Carrefour,Vivienda
2372,2023-08-04,0.5,Sal,Carrefour,Supermercado
2373,2023-08-04,1.94,Tortiila integral,Carrefour,Supermercado
2374,2023-08-04,5.88,Leche,Carrefour,Supermercado
2375,2023-08-04,2.4,Jamon serrano,Carrefour,Supermercado
2376,2023-08-04,1.3,Boniato,Carrefour,Supermercado
2377,2023-08-04,1.85,Ceboolla,Carrefour,Supermercado
2378,2023-08-04,0.67,Albahaca,Carrefour,Supermercado
2379,2023-08-04,1.5,Guantes,Carrefour,Vivienda
2380,2023-08-04,30.54,Che bolu,,Salidas
2381,2023-08-05,58.95,Cosas varias,Decathlon,Otros
2382,2023-08-04,2.45,Fun roll,Dia,Supermercado
2383,2023-08-04,0.75,Tomate triturado,Dia,Supermercado
2384,2023-08-08,1.35,Papel vegetal,Dia,Vivienda
2385,2023-08-08,2.67,Lasaña,Dia,Supermercado
2386,2023-08-08,5.98,Longaniza de pollo,Dia,Supermercado
2387,2023-08-09,17.92,Uber aeropuerto ,Uber,Transporte
2388,2023-08-09,21.88,Comida varias,Mercadona,Viajes
2389,2023-08-09,24.75,Tax turista,Hotel,Viajes
2390,2023-08-09,10.3,Metro aeropuerto ,Barcelona,Viajes
2391,2023-08-09,22.7,Tarjeta 20 viajes,Barcelona,Viajes
2392,2023-08-10,21.1,Almuerzo jueves,,Viajes
2393,2023-08-10,9.3,Almuerzo jueves,,Viajes
2394,2023-08-09,3.8,Patatas bravas,,Viajes
2395,2023-08-10,2.2,Postal y agua,,Viajes
2396,2023-08-10,4.37,Supermercado,,Viajes
2397,2023-08-10,10.0,Free walking tour,,Viajes
2398,2023-08-11,12.39,Almuerzo viernes,Mercadona,Viajes
2399,2023-08-11,2.49,Papitas,,Viajes
2400,2023-08-11,10.0,Panchos,,Viajes
2401,2023-08-11,10.0,Pizza,,Viajes
2402,2023-08-10,20.0,Tragos terraza,,Viajes
2403,2023-08-12,1.35,Moto vuelta festival,Cabify,Viajes
2404,2023-08-12,14.9,Cena sabado,Bk,Viajes
2405,2023-08-12,8.7,Helados tarde,,Viajes
2406,2023-08-12,13.5,Pasaje bus aeropuerto,,Viajes
2407,2023-08-14,3.61,Fruteria,,Supermercado
2408,2023-08-14,0.79,Garbanzos,,Supermercado
2409,2023-08-14,0.87,Lentejas,,Supermercado
2410,2023-08-14,1.25,Pan,,Supermercado
2411,2023-08-14,3.67,Queso en lonchas,,Supermercado
2412,2023-08-14,3.94,Jamon,,Supermercado
2413,2023-08-14,0.95,Zanahoria,,Supermercado
2414,2023-08-16,1.72,Espinaca,Carrefour,Supermercado
2415,2023-08-16,1.45,Guacamole,Carrefour,Supermercado
2416,2023-08-16,1.35,Hummus,Dia,Supermercado
2417,2023-08-12,4.03,Compras sabado,Condis ,Viajes
2418,2023-07-27,5.88,Test covid,,Farmacia
2419,2023-08-18,4.5,Crema humectante,Primor,Farmacia
2420,2023-08-18,4.3,Desodorante,Primor,Farmacia
2421,2023-08-18,2.69,Mayonesa,Carrefour,Supermercado
2422,2023-08-18,8.75,Queso tierno,Carrefour,Supermercado
2423,2023-08-18,3.69,Jamon,Carrefour,Supermercado
2424,2023-08-18,2.55,Jamon serrano,Carrefour,Supermercado
2425,2023-08-18,1.44,Rucula,Carrefour,Supermercado
2426,2023-08-18,31.7,Cena viernes,Foster h,Salidas
2427,2023-08-18,7.0,Juegos,,Salidas
2428,2023-08-18,8.0,Cole feria,,Salidas
2429,2023-08-21,1.69,Tomate,Fruteria,Supermercado
2430,2023-08-21,2.52,Huevos,Carrefour,Supermercado
2431,2023-08-21,3.99,Queso en lonchas,Carrefour,Supermercado
2432,2023-08-21,3.2,Lino y sesamo,Mercadona,Supermercado
2433,2023-08-23,10.8,Impresiones,Copiicentro,Otros
2434,2023-08-23,2.99,Longaniza de pollo,Dia,Supermercado
2435,2023-08-23,2.99,Longaniza de pollo,Dia,Supermercado
